learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L01767,E01767,Learner 01767,learner01767@example.com,Learning Program Manager,Learning and Development,NA,M036,Active,False,2025-04-07,HRIS
L01768,E01768,Learner 01768,learner01768@example.com,Learning Program Manager,Learning and Development,NA,M030,Active,False,2022-03-23,HRIS
L01769,E01769,Learner 01769,learner01769@example.com,Security Analyst,Security,APAC,M076,Active,True,2024-07-04,HRIS
L01770,E01770,Learner 01770,learner01770@example.com,Support Specialist,Support,LATAM,M040,Active,False,2021-06-03,HRIS
L01771,E01771,Learner 01771,learner01771@example.com,Sales Engineer,Sales,NA,M001,Inactive,True,2025-08-14,HRIS
L01772,E01772,Learner 01772,learner01772@example.com,Learning Program Manager,Learning and Development,LATAM,M052,Active,True,2024-12-13,HRIS
L01773,E01773,Learner 01773,learner01773@example.com,HR Business Partner,Human Resources,EMEA,M066,Active,True,2023-12-26,HRIS
L01774,E01774,Learner 01774,learner01774@example.com,Implementation Consultant,Professional Services,EMEA,M035,Active,True,2025-11-01,HRIS
L01775,E01775,Learner 01775,learner01775@example.com,Customer Success Manager,Customer Success,NA,M057,Active,False,2026-04-05,HRIS
L01776,E01776,Learner 01776,learner01776@example.com,HR Business Partner,Human Resources,EMEA,M067,Active,True,2022-03-13,HRIS
L01777,E01777,Learner 01777,learner01777@example.com,Implementation Consultant,Professional Services,NA,M063,Active,True,2023-04-05,HRIS
L01778,E01778,Learner 01778,learner01778@example.com,Learning Program Manager,Learning and Development,APAC,M013,Active,True,2023-07-09,HRIS
L01779,E01779,Learner 01779,learner01779@example.com,HR Business Partner,Human Resources,EMEA,M074,Active,True,2022-03-11,HRIS
L01780,E01780,Learner 01780,learner01780@example.com,Security Analyst,Security,LATAM,M027,Active,True,2023-01-17,HRIS
L01781,E01781,Learner 01781,learner01781@example.com,Learning Program Manager,Learning and Development,NA,M059,Active,True,2023-02-11,HRIS
L01782,E01782,Learner 01782,learner01782@example.com,Support Specialist,Support,APAC,M051,Active,True,2022-08-26,HRIS
L01783,E01783,Learner 01783,learner01783@example.com,Customer Success Manager,Customer Success,NA,M008,Active,False,2024-08-10,HRIS
L01784,E01784,Learner 01784,learner01784@example.com,Sales Engineer,Sales,APAC,M050,Active,False,2024-06-13,HRIS
L01785,E01785,Learner 01785,learner01785@example.com,Product Manager,Product,APAC,M009,Active,True,2026-04-10,HRIS
L01786,E01786,Learner 01786,learner01786@example.com,Sales Engineer,Sales,NA,M043,Active,True,2022-12-04,HRIS
L01787,E01787,Learner 01787,learner01787@example.com,Sales Engineer,Sales,EMEA,M001,Active,True,2021-11-21,HRIS
L01788,E01788,Learner 01788,learner01788@example.com,Implementation Consultant,Professional Services,NA,M078,Inactive,True,2023-11-13,HRIS
L01789,E01789,Learner 01789,learner01789@example.com,Learning Program Manager,Learning and Development,NA,M075,Active,True,2025-11-26,HRIS
L01790,E01790,Learner 01790,learner01790@example.com,Learning Program Manager,Learning and Development,LATAM,M045,Active,True,2024-09-29,HRIS
L01791,E01791,Learner 01791,learner01791@example.com,Customer Success Manager,Customer Success,APAC,M065,Active,True,2022-10-06,HRIS
L01792,E01792,Learner 01792,learner01792@example.com,Product Manager,Product,EMEA,M066,Active,True,2024-01-12,HRIS
L01793,E01793,Learner 01793,learner01793@example.com,Sales Engineer,Sales,NA,M037,Active,True,2022-06-07,HRIS
L01794,E01794,Learner 01794,learner01794@example.com,HR Business Partner,Human Resources,EMEA,M025,Active,True,2026-03-20,HRIS
L01795,E01795,Learner 01795,learner01795@example.com,Learning Program Manager,Learning and Development,NA,M017,Active,True,2026-03-26,HRIS
L01796,E01796,Learner 01796,learner01796@example.com,Customer Success Manager,Customer Success,APAC,M036,Active,True,2023-06-30,HRIS
L01797,E01797,Learner 01797,learner01797@example.com,Implementation Consultant,Professional Services,LATAM,M047,Active,False,2021-10-27,HRIS
L01798,E01798,Learner 01798,learner01798@example.com,Learning Program Manager,Learning and Development,LATAM,M037,Active,True,2022-12-28,HRIS
L01799,E01799,Learner 01799,learner01799@example.com,Sales Engineer,Sales,APAC,M053,Active,True,2024-01-28,HRIS
L01800,E01800,Learner 01800,learner01800@example.com,Learning Program Manager,Learning and Development,APAC,M022,Active,True,2025-03-02,HRIS
L01801,E01801,Learner 01801,learner01801@example.com,Learning Program Manager,Learning and Development,APAC,M025,Inactive,True,2024-10-22,HRIS
L01802,E01802,Learner 01802,learner01802@example.com,HR Business Partner,Human Resources,LATAM,M017,Active,True,2023-10-05,HRIS
L01803,E01803,Learner 01803,learner01803@example.com,Support Specialist,Support,EMEA,M006,Active,True,2021-08-12,HRIS
L01804,E01804,Learner 01804,learner01804@example.com,Sales Engineer,Sales,LATAM,M010,Active,True,2022-11-05,HRIS
L01805,E01805,Learner 01805,learner01805@example.com,HR Business Partner,Human Resources,EMEA,M041,Active,True,2022-06-11,HRIS
L01806,E01806,Learner 01806,learner01806@example.com,Sales Engineer,Sales,APAC,M048,Active,False,2024-05-18,HRIS
L01807,E01807,Learner 01807,learner01807@example.com,Support Specialist,Support,APAC,M047,Active,True,2021-09-23,HRIS
L01808,E01808,Learner 01808,learner01808@example.com,Support Specialist,Support,LATAM,M022,Active,True,2024-03-30,HRIS
L01809,E01809,Learner 01809,learner01809@example.com,Product Manager,Product,LATAM,M007,Active,True,2023-09-14,HRIS
L01810,E01810,Learner 01810,learner01810@example.com,Customer Success Manager,Customer Success,NA,M059,Active,True,2024-08-31,HRIS
L01811,E01811,Learner 01811,learner01811@example.com,Security Analyst,Security,LATAM,M029,Active,True,2025-10-30,HRIS
L01812,E01812,Learner 01812,learner01812@example.com,HR Business Partner,Human Resources,APAC,M002,Active,True,2026-03-20,HRIS
L01813,E01813,Learner 01813,learner01813@example.com,Customer Success Manager,Customer Success,LATAM,M028,Active,True,2023-04-16,HRIS
L01814,E01814,Learner 01814,learner01814@example.com,Sales Engineer,Sales,NA,M019,Active,True,2021-07-04,HRIS
L01815,E01815,Learner 01815,learner01815@example.com,Security Analyst,Security,LATAM,M037,Active,True,2022-07-17,HRIS
L01816,E01816,Learner 01816,learner01816@example.com,Implementation Consultant,Professional Services,LATAM,M051,Active,True,2023-01-17,HRIS
L01817,E01817,Learner 01817,learner01817@example.com,Security Analyst,Security,LATAM,M072,Active,True,2025-08-18,HRIS
L01818,E01818,Learner 01818,learner01818@example.com,Learning Program Manager,Learning and Development,EMEA,M070,Active,True,2025-07-04,HRIS
L01819,E01819,Learner 01819,learner01819@example.com,Security Analyst,Security,APAC,M035,Active,True,2021-07-11,HRIS
L01820,E01820,Learner 01820,learner01820@example.com,Support Specialist,Support,APAC,M033,Active,True,2025-02-16,HRIS
L01821,E01821,Learner 01821,learner01821@example.com,Product Manager,Product,APAC,M062,Active,True,2025-04-04,HRIS
L01822,E01822,Learner 01822,learner01822@example.com,Implementation Consultant,Professional Services,NA,M033,Active,True,2021-06-09,HRIS
L01823,E01823,Learner 01823,learner01823@example.com,Implementation Consultant,Professional Services,LATAM,M062,Active,True,2022-10-14,HRIS
L01824,E01824,Learner 01824,learner01824@example.com,Implementation Consultant,Professional Services,EMEA,M071,Active,True,2025-10-07,HRIS
L01825,E01825,Learner 01825,learner01825@example.com,Product Manager,Product,EMEA,M037,Active,True,2022-11-15,HRIS
L01826,E01826,Learner 01826,learner01826@example.com,Customer Success Manager,Customer Success,EMEA,M041,Active,True,2026-02-16,HRIS
L01827,E01827,Learner 01827,learner01827@example.com,Implementation Consultant,Professional Services,EMEA,M012,Active,True,2025-04-19,HRIS
L01828,E01828,Learner 01828,learner01828@example.com,Learning Program Manager,Learning and Development,NA,M038,Active,True,2023-09-03,HRIS
L01829,E01829,Learner 01829,learner01829@example.com,Learning Program Manager,Learning and Development,NA,M030,Active,True,2022-09-28,HRIS
L01830,E01830,Learner 01830,learner01830@example.com,Customer Success Manager,Customer Success,EMEA,M050,Active,True,2022-10-16,HRIS
L01831,E01831,Learner 01831,learner01831@example.com,Product Manager,Product,EMEA,M020,Active,True,2025-04-20,HRIS
L01832,E01832,Learner 01832,learner01832@example.com,HR Business Partner,Human Resources,APAC,M002,Active,True,2021-10-13,HRIS
L01833,E01833,Learner 01833,learner01833@example.com,Product Manager,Product,LATAM,M058,Active,True,2022-06-26,HRIS
L01834,E01834,Learner 01834,learner01834@example.com,Security Analyst,Security,APAC,M037,Active,True,2022-04-02,HRIS
L01835,E01835,Learner 01835,learner01835@example.com,Learning Program Manager,Learning and Development,APAC,M029,Active,True,2022-01-03,HRIS
L01836,E01836,Learner 01836,learner01836@example.com,Security Analyst,Security,NA,M045,Active,True,2024-06-08,HRIS
L01837,E01837,Learner 01837,learner01837@example.com,Customer Success Manager,Customer Success,LATAM,M034,Active,True,2023-11-21,HRIS
L01838,E01838,Learner 01838,learner01838@example.com,Security Analyst,Security,EMEA,M071,Active,True,2023-01-09,HRIS
L01839,E01839,Learner 01839,learner01839@example.com,Security Analyst,Security,EMEA,M062,Active,True,2026-02-10,HRIS
L01840,E01840,Learner 01840,learner01840@example.com,Support Specialist,Support,LATAM,M039,Active,True,2022-02-19,HRIS
L01841,E01841,Learner 01841,learner01841@example.com,Learning Program Manager,Learning and Development,EMEA,M061,Active,False,2023-02-03,HRIS
L01842,E01842,Learner 01842,learner01842@example.com,HR Business Partner,Human Resources,EMEA,M003,Active,True,2021-09-04,HRIS
L01843,E01843,Learner 01843,learner01843@example.com,Sales Engineer,Sales,EMEA,M039,Active,True,2024-06-22,HRIS
L01844,E01844,Learner 01844,learner01844@example.com,Customer Success Manager,Customer Success,EMEA,M073,Active,True,2024-11-12,HRIS
L01845,E01845,Learner 01845,learner01845@example.com,Sales Engineer,Sales,EMEA,M025,Active,True,2021-10-26,HRIS
L01846,E01846,Learner 01846,learner01846@example.com,Customer Success Manager,Customer Success,EMEA,M077,Active,True,2023-05-25,HRIS
L01847,E01847,Learner 01847,learner01847@example.com,Learning Program Manager,Learning and Development,APAC,M050,Active,False,2025-07-08,HRIS
L01848,E01848,Learner 01848,learner01848@example.com,HR Business Partner,Human Resources,EMEA,M007,Active,True,2022-10-24,HRIS
L01849,E01849,Learner 01849,learner01849@example.com,Sales Engineer,Sales,APAC,M069,Active,True,2022-12-28,HRIS
L01850,E01850,Learner 01850,learner01850@example.com,Product Manager,Product,APAC,M013,Active,False,2025-11-23,HRIS
L01851,E01851,Learner 01851,learner01851@example.com,Support Specialist,Support,APAC,M003,Active,True,2022-03-29,HRIS
L01852,E01852,Learner 01852,learner01852@example.com,Implementation Consultant,Professional Services,LATAM,M048,Active,True,2021-07-31,HRIS
L01853,E01853,Learner 01853,learner01853@example.com,Implementation Consultant,Professional Services,EMEA,M028,Active,True,2022-07-22,HRIS
L01854,E01854,Learner 01854,learner01854@example.com,Product Manager,Product,EMEA,M030,Active,True,2026-04-04,HRIS
L01855,E01855,Learner 01855,learner01855@example.com,Product Manager,Product,APAC,M031,Active,True,2025-06-26,HRIS
L01856,E01856,Learner 01856,learner01856@example.com,Security Analyst,Security,EMEA,M022,Active,False,2022-04-27,HRIS
L01857,E01857,Learner 01857,learner01857@example.com,Security Analyst,Security,APAC,M006,Active,True,2025-04-30,HRIS
L01858,E01858,Learner 01858,learner01858@example.com,Sales Engineer,Sales,EMEA,M055,Active,True,2025-06-12,HRIS
L01859,E01859,Learner 01859,learner01859@example.com,Product Manager,Product,NA,M039,Active,True,2024-03-12,HRIS
L01860,E01860,Learner 01860,learner01860@example.com,Customer Success Manager,Customer Success,NA,M013,Active,True,2022-03-19,HRIS
L01861,E01861,Learner 01861,learner01861@example.com,Learning Program Manager,Learning and Development,EMEA,M027,Active,True,2026-01-08,HRIS
L01862,E01862,Learner 01862,learner01862@example.com,Product Manager,Product,EMEA,M064,Active,True,2022-05-29,HRIS
L01863,E01863,Learner 01863,learner01863@example.com,Support Specialist,Support,EMEA,M027,Active,True,2023-06-22,HRIS
L01864,E01864,Learner 01864,learner01864@example.com,Implementation Consultant,Professional Services,EMEA,M077,Active,True,2024-05-13,HRIS
L01865,E01865,Learner 01865,learner01865@example.com,HR Business Partner,Human Resources,NA,M058,Active,True,2025-07-26,HRIS
L01866,E01866,Learner 01866,learner01866@example.com,Sales Engineer,Sales,APAC,M074,Active,True,2025-09-18,HRIS
L01867,E01867,Learner 01867,learner01867@example.com,Support Specialist,Support,EMEA,M033,Active,True,2022-02-15,HRIS
L01868,E01868,Learner 01868,learner01868@example.com,HR Business Partner,Human Resources,EMEA,M003,Active,True,2026-03-31,HRIS
L01869,E01869,Learner 01869,learner01869@example.com,Customer Success Manager,Customer Success,LATAM,M076,Inactive,True,2024-11-16,HRIS
L01870,E01870,Learner 01870,learner01870@example.com,Learning Program Manager,Learning and Development,APAC,M010,Active,True,2021-09-24,HRIS
L01871,E01871,Learner 01871,learner01871@example.com,Product Manager,Product,EMEA,M066,Active,True,2025-03-22,HRIS
L01872,E01872,Learner 01872,learner01872@example.com,Support Specialist,Support,NA,M043,Active,False,2026-03-22,HRIS
L01873,E01873,Learner 01873,learner01873@example.com,Sales Engineer,Sales,APAC,M073,Active,True,2025-04-19,HRIS
L01874,E01874,Learner 01874,learner01874@example.com,Sales Engineer,Sales,LATAM,M034,Active,True,2022-10-26,HRIS
L01875,E01875,Learner 01875,learner01875@example.com,HR Business Partner,Human Resources,EMEA,M070,Active,True,2024-05-18,HRIS
L01876,E01876,Learner 01876,learner01876@example.com,Support Specialist,Support,EMEA,M072,Active,True,2025-02-10,HRIS
L01877,E01877,Learner 01877,learner01877@example.com,Product Manager,Product,NA,M051,Active,True,2022-01-18,HRIS
L01878,E01878,Learner 01878,learner01878@example.com,Support Specialist,Support,APAC,M016,Inactive,True,2026-02-17,HRIS
L01879,E01879,Learner 01879,learner01879@example.com,Sales Engineer,Sales,EMEA,M010,Active,True,2022-05-03,HRIS
L01880,E01880,Learner 01880,learner01880@example.com,Support Specialist,Support,LATAM,M003,Active,True,2026-04-07,HRIS
L01881,E01881,Learner 01881,learner01881@example.com,Support Specialist,Support,LATAM,M022,Active,True,2024-06-20,HRIS
L01882,E01882,Learner 01882,learner01882@example.com,Sales Engineer,Sales,APAC,M060,Active,True,2025-05-02,HRIS
L01883,E01883,Learner 01883,learner01883@example.com,Product Manager,Product,APAC,M003,Active,True,2023-05-01,HRIS
L01884,E01884,Learner 01884,learner01884@example.com,Implementation Consultant,Professional Services,NA,M020,Active,True,2023-07-28,HRIS
L01885,E01885,Learner 01885,learner01885@example.com,HR Business Partner,Human Resources,APAC,M063,Active,True,2022-08-31,HRIS
L01886,E01886,Learner 01886,learner01886@example.com,Product Manager,Product,NA,M017,Active,True,2024-04-22,HRIS
L01887,E01887,Learner 01887,learner01887@example.com,Implementation Consultant,Professional Services,LATAM,M042,Active,True,2025-08-19,HRIS
L01888,E01888,Learner 01888,learner01888@example.com,Learning Program Manager,Learning and Development,LATAM,M048,Active,True,2022-12-17,HRIS
L01889,E01889,Learner 01889,learner01889@example.com,Learning Program Manager,Learning and Development,APAC,M025,Active,True,2022-07-02,HRIS
L01890,E01890,Learner 01890,learner01890@example.com,Security Analyst,Security,APAC,M034,Active,True,2023-12-05,HRIS
L01891,E01891,Learner 01891,learner01891@example.com,Security Analyst,Security,APAC,M022,Active,False,2022-11-20,HRIS
L01892,E01892,Learner 01892,learner01892@example.com,Security Analyst,Security,NA,M021,Active,True,2025-04-14,HRIS
L01893,E01893,Learner 01893,learner01893@example.com,Security Analyst,Security,NA,M045,Active,True,2024-01-30,HRIS
L01894,E01894,Learner 01894,learner01894@example.com,HR Business Partner,Human Resources,NA,M050,Inactive,True,2025-07-02,HRIS
L01895,E01895,Learner 01895,learner01895@example.com,Product Manager,Product,NA,M051,Active,True,2022-09-13,HRIS
L01896,E01896,Learner 01896,learner01896@example.com,Sales Engineer,Sales,EMEA,M037,Active,False,2025-07-31,HRIS
L01897,E01897,Learner 01897,learner01897@example.com,Customer Success Manager,Customer Success,APAC,M024,Active,False,2022-07-19,HRIS
L01898,E01898,Learner 01898,learner01898@example.com,Product Manager,Product,EMEA,M044,Active,True,2025-12-05,HRIS
L01899,E01899,Learner 01899,learner01899@example.com,Sales Engineer,Sales,LATAM,M073,Active,True,2026-04-06,HRIS
L01900,E01900,Learner 01900,learner01900@example.com,Support Specialist,Support,LATAM,M034,Active,True,2023-07-03,HRIS
L01901,E01901,Learner 01901,learner01901@example.com,Learning Program Manager,Learning and Development,APAC,M022,Active,False,2022-11-19,HRIS
L01902,E01902,Learner 01902,learner01902@example.com,Customer Success Manager,Customer Success,EMEA,M019,Active,True,2021-10-28,HRIS
L01903,E01903,Learner 01903,learner01903@example.com,Learning Program Manager,Learning and Development,EMEA,M005,Active,True,2025-02-07,HRIS
L01904,E01904,Learner 01904,learner01904@example.com,Product Manager,Product,APAC,M064,Active,True,2023-01-15,HRIS
L01905,E01905,Learner 01905,learner01905@example.com,Implementation Consultant,Professional Services,NA,M014,Active,True,2025-10-02,HRIS
L01906,E01906,Learner 01906,learner01906@example.com,Implementation Consultant,Professional Services,EMEA,M002,Active,True,2022-03-10,HRIS
L01907,E01907,Learner 01907,learner01907@example.com,Support Specialist,Support,LATAM,M003,Active,False,2026-01-21,HRIS
L01908,E01908,Learner 01908,learner01908@example.com,Customer Success Manager,Customer Success,EMEA,M018,Active,True,2024-08-17,HRIS
L01909,E01909,Learner 01909,learner01909@example.com,Implementation Consultant,Professional Services,LATAM,M041,Inactive,True,2022-08-21,HRIS
L01910,E01910,Learner 01910,learner01910@example.com,Learning Program Manager,Learning and Development,EMEA,M024,Inactive,True,2021-09-25,HRIS
L01911,E01911,Learner 01911,learner01911@example.com,Implementation Consultant,Professional Services,NA,M049,Active,True,2025-04-30,HRIS
L01912,E01912,Learner 01912,learner01912@example.com,Learning Program Manager,Learning and Development,EMEA,M066,Active,False,2024-12-07,HRIS
L01913,E01913,Learner 01913,learner01913@example.com,HR Business Partner,Human Resources,EMEA,M004,Active,True,2022-03-19,HRIS
L01914,E01914,Learner 01914,learner01914@example.com,Implementation Consultant,Professional Services,APAC,M061,Active,True,2025-11-16,HRIS
L01915,E01915,Learner 01915,learner01915@example.com,Support Specialist,Support,EMEA,M034,Active,True,2023-09-24,HRIS
L01916,E01916,Learner 01916,learner01916@example.com,HR Business Partner,Human Resources,LATAM,M053,Active,True,2023-12-27,HRIS
L01917,E01917,Learner 01917,learner01917@example.com,Customer Success Manager,Customer Success,NA,M037,Active,True,2023-11-12,HRIS
L01918,E01918,Learner 01918,learner01918@example.com,Support Specialist,Support,APAC,M060,Active,True,2022-08-25,HRIS
L01919,E01919,Learner 01919,learner01919@example.com,Sales Engineer,Sales,LATAM,M066,Active,True,2024-05-03,HRIS
L01920,E01920,Learner 01920,learner01920@example.com,Customer Success Manager,Customer Success,NA,M014,Active,True,2023-08-12,HRIS
L01921,E01921,Learner 01921,learner01921@example.com,Sales Engineer,Sales,EMEA,M080,Active,True,2025-12-22,HRIS
L01922,E01922,Learner 01922,learner01922@example.com,Learning Program Manager,Learning and Development,APAC,M067,Inactive,True,2022-02-28,HRIS
L01923,E01923,Learner 01923,learner01923@example.com,Implementation Consultant,Professional Services,LATAM,M021,Active,True,2023-04-11,HRIS
L01924,E01924,Learner 01924,learner01924@example.com,HR Business Partner,Human Resources,APAC,M028,Active,False,2023-03-18,HRIS
L01925,E01925,Learner 01925,learner01925@example.com,Security Analyst,Security,APAC,M020,Active,False,2021-07-31,HRIS
L01926,E01926,Learner 01926,learner01926@example.com,HR Business Partner,Human Resources,EMEA,M064,Active,True,2022-11-09,HRIS
L01927,E01927,Learner 01927,learner01927@example.com,Security Analyst,Security,LATAM,M027,Active,True,2023-11-12,HRIS
L01928,E01928,Learner 01928,learner01928@example.com,Product Manager,Product,APAC,M020,Active,False,2024-05-26,HRIS
L01929,E01929,Learner 01929,learner01929@example.com,Learning Program Manager,Learning and Development,NA,M061,Active,True,2022-06-23,HRIS
L01930,E01930,Learner 01930,learner01930@example.com,Learning Program Manager,Learning and Development,EMEA,M030,Active,True,2024-12-06,HRIS
L01931,E01931,Learner 01931,learner01931@example.com,HR Business Partner,Human Resources,NA,M025,Active,True,2022-05-12,HRIS
L01932,E01932,Learner 01932,learner01932@example.com,Learning Program Manager,Learning and Development,LATAM,M067,Active,True,2022-08-12,HRIS
L01933,E01933,Learner 01933,learner01933@example.com,Customer Success Manager,Customer Success,LATAM,M067,Active,False,2024-07-26,HRIS
L01934,E01934,Learner 01934,learner01934@example.com,Learning Program Manager,Learning and Development,APAC,M014,Active,False,2021-09-13,HRIS
L01935,E01935,Learner 01935,learner01935@example.com,Security Analyst,Security,APAC,M035,Active,True,2022-06-19,HRIS
L01936,E01936,Learner 01936,learner01936@example.com,Product Manager,Product,NA,M075,Active,True,2025-02-09,HRIS
L01937,E01937,Learner 01937,learner01937@example.com,Learning Program Manager,Learning and Development,EMEA,M005,Active,False,2025-12-10,HRIS
L01938,E01938,Learner 01938,learner01938@example.com,Sales Engineer,Sales,NA,M080,Active,True,2022-07-24,HRIS
L01939,E01939,Learner 01939,learner01939@example.com,Learning Program Manager,Learning and Development,EMEA,M018,Active,True,2024-08-25,HRIS
L01940,E01940,Learner 01940,learner01940@example.com,Implementation Consultant,Professional Services,EMEA,M034,Active,True,2025-06-27,HRIS
L01941,E01941,Learner 01941,learner01941@example.com,Sales Engineer,Sales,EMEA,M056,Active,True,2024-04-14,HRIS
L01942,E01942,Learner 01942,learner01942@example.com,Support Specialist,Support,EMEA,M051,Active,True,2025-11-03,HRIS
L01943,E01943,Learner 01943,learner01943@example.com,Learning Program Manager,Learning and Development,NA,M042,Active,True,2024-02-11,HRIS
L01944,E01944,Learner 01944,learner01944@example.com,Support Specialist,Support,APAC,M072,Active,True,2024-04-27,HRIS
L01945,E01945,Learner 01945,learner01945@example.com,HR Business Partner,Human Resources,LATAM,M023,Active,True,2024-02-17,HRIS
L01946,E01946,Learner 01946,learner01946@example.com,Support Specialist,Support,APAC,M041,Active,True,2025-05-31,HRIS
L01947,E01947,Learner 01947,learner01947@example.com,Security Analyst,Security,APAC,M020,Active,True,2025-12-09,HRIS
L01948,E01948,Learner 01948,learner01948@example.com,Learning Program Manager,Learning and Development,LATAM,M043,Active,True,2023-04-17,HRIS
L01949,E01949,Learner 01949,learner01949@example.com,Sales Engineer,Sales,LATAM,M005,Active,True,2022-05-14,HRIS
L01950,E01950,Learner 01950,learner01950@example.com,Learning Program Manager,Learning and Development,LATAM,M035,Active,True,2022-03-30,HRIS
L01951,E01951,Learner 01951,learner01951@example.com,Support Specialist,Support,EMEA,M009,Active,True,2021-08-19,HRIS
L01952,E01952,Learner 01952,learner01952@example.com,Customer Success Manager,Customer Success,LATAM,M030,Active,True,2023-10-30,HRIS
L01953,E01953,Learner 01953,learner01953@example.com,Security Analyst,Security,APAC,M066,Active,True,2022-09-29,HRIS
L01954,E01954,Learner 01954,learner01954@example.com,Sales Engineer,Sales,NA,M060,Active,True,2025-04-19,HRIS
L01955,E01955,Learner 01955,learner01955@example.com,Learning Program Manager,Learning and Development,APAC,M070,Inactive,False,2021-07-20,HRIS
L01956,E01956,Learner 01956,learner01956@example.com,Customer Success Manager,Customer Success,APAC,M074,Active,True,2021-10-25,HRIS
L01957,E01957,Learner 01957,learner01957@example.com,Support Specialist,Support,NA,M062,Active,True,2025-01-27,HRIS
L01958,E01958,Learner 01958,learner01958@example.com,Learning Program Manager,Learning and Development,LATAM,M002,Active,True,2022-02-04,HRIS
L01959,E01959,Learner 01959,learner01959@example.com,Support Specialist,Support,LATAM,M026,Active,True,2026-01-05,HRIS
L01960,E01960,Learner 01960,learner01960@example.com,Implementation Consultant,Professional Services,NA,M038,Active,True,2026-02-26,HRIS
L01961,E01961,Learner 01961,learner01961@example.com,Product Manager,Product,NA,M035,Active,True,2023-11-11,HRIS
L01962,E01962,Learner 01962,learner01962@example.com,Implementation Consultant,Professional Services,APAC,M063,Active,True,2021-07-27,HRIS
L01963,E01963,Learner 01963,learner01963@example.com,Learning Program Manager,Learning and Development,LATAM,M010,Inactive,True,2022-11-21,HRIS
L01964,E01964,Learner 01964,learner01964@example.com,Security Analyst,Security,APAC,M011,Active,True,2024-05-26,HRIS
L01965,E01965,Learner 01965,learner01965@example.com,Customer Success Manager,Customer Success,EMEA,M031,Active,True,2022-08-02,HRIS
L01966,E01966,Learner 01966,learner01966@example.com,Sales Engineer,Sales,EMEA,M023,Active,True,2025-04-02,HRIS
L01967,E01967,Learner 01967,learner01967@example.com,Customer Success Manager,Customer Success,LATAM,M071,Active,True,2024-12-10,HRIS
L01968,E01968,Learner 01968,learner01968@example.com,Learning Program Manager,Learning and Development,EMEA,M006,Active,True,2024-02-28,HRIS
L01969,E01969,Learner 01969,learner01969@example.com,Learning Program Manager,Learning and Development,APAC,M012,Active,True,2023-08-14,HRIS
L01970,E01970,Learner 01970,learner01970@example.com,Product Manager,Product,NA,M051,Active,False,2024-11-25,HRIS
L01971,E01971,Learner 01971,learner01971@example.com,Security Analyst,Security,LATAM,M017,Active,False,2023-07-09,HRIS
L01972,E01972,Learner 01972,learner01972@example.com,Security Analyst,Security,EMEA,M080,Active,True,2025-10-24,HRIS
L01973,E01973,Learner 01973,learner01973@example.com,Support Specialist,Support,EMEA,M080,Active,True,2025-10-01,HRIS
L01974,E01974,Learner 01974,learner01974@example.com,Customer Success Manager,Customer Success,NA,M065,Active,True,2024-02-29,HRIS
L01975,E01975,Learner 01975,learner01975@example.com,Support Specialist,Support,LATAM,M037,Active,True,2024-07-20,HRIS
L01976,E01976,Learner 01976,learner01976@example.com,HR Business Partner,Human Resources,LATAM,M018,Active,False,2023-03-26,HRIS
L01977,E01977,Learner 01977,learner01977@example.com,Support Specialist,Support,LATAM,M012,Active,True,2021-06-20,HRIS
L01978,E01978,Learner 01978,learner01978@example.com,Implementation Consultant,Professional Services,LATAM,M072,Active,False,2022-07-01,HRIS
L01979,E01979,Learner 01979,learner01979@example.com,HR Business Partner,Human Resources,LATAM,M066,Active,True,2021-12-28,HRIS
L01980,E01980,Learner 01980,learner01980@example.com,Customer Success Manager,Customer Success,NA,M058,Active,True,2022-07-19,HRIS
L01981,E01981,Learner 01981,learner01981@example.com,Security Analyst,Security,LATAM,M062,Active,True,2022-03-03,HRIS
L01982,E01982,Learner 01982,learner01982@example.com,Customer Success Manager,Customer Success,APAC,M002,Active,True,2022-11-20,HRIS
L01983,E01983,Learner 01983,learner01983@example.com,Learning Program Manager,Learning and Development,APAC,M041,Active,True,2022-05-31,HRIS
L01984,E01984,Learner 01984,learner01984@example.com,Support Specialist,Support,LATAM,M075,Active,True,2021-11-22,HRIS
L01985,E01985,Learner 01985,learner01985@example.com,Customer Success Manager,Customer Success,LATAM,M002,Active,True,2021-07-08,HRIS
L01986,E01986,Learner 01986,learner01986@example.com,Product Manager,Product,APAC,M006,Active,True,2021-07-10,HRIS
L01987,E01987,Learner 01987,learner01987@example.com,Customer Success Manager,Customer Success,NA,M066,Inactive,True,2022-02-20,HRIS
L01988,E01988,Learner 01988,learner01988@example.com,Learning Program Manager,Learning and Development,LATAM,M021,Active,True,2022-10-11,HRIS
L01989,E01989,Learner 01989,learner01989@example.com,HR Business Partner,Human Resources,LATAM,M014,Active,True,2025-05-08,HRIS
L01990,E01990,Learner 01990,learner01990@example.com,Implementation Consultant,Professional Services,NA,M028,Active,True,2021-09-07,HRIS
L01991,E01991,Learner 01991,learner01991@example.com,Support Specialist,Support,LATAM,M045,Active,True,2023-10-14,HRIS
L01992,E01992,Learner 01992,learner01992@example.com,Product Manager,Product,APAC,M046,Active,True,2024-02-21,HRIS
L01993,E01993,Learner 01993,learner01993@example.com,Implementation Consultant,Professional Services,LATAM,M021,Active,True,2024-01-21,HRIS
